,id,name,organization,title,ressource-type,licence,private,projects,progress,state,type,distributor,resources_count,spatial,vertical-extent,eov,metadata_created,metadata_modified,ERROR,INFO,WARNING,sum
11,e55ce907-5836-4a74-a0d5-04e3855b5b4b,ca-cioos_a72c43e2-5b4d-4d56-89d4-464b4c513710,Hakai Institute,Surface water CO2 parameters collected by shellfish growers and partners in the northern Salish Sea from 2016 to 2018,dataset,CC-BY-4.0,False,Oceanography,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-125.57747949, 49.70969514], [-124.52984083, 49.70969514], [-124.52984083, 50.11496976], [-125.57747949, 50.11496976], [-125.57747949, 49.70969514]]]}","[{'max': '0.0', 'min': '0.0'}]","other, inorganicCarbon",2023-11-09T06:13:26.228486,2024-03-14T21:00:40.498095,,3.0,,3.0
12,d52bd0bd-2c4f-4268-9ed0-66e1d6f287a1,ca-cioos_5b0b2db4-21d7-48b8-9616-255ba2267868,Hakai Institute,"Biogeochemical Sampling of Streams in the Kwakshua Watersheds of Calvert and Hecate Islands, BC: 2013-2019. Version 1.0",dataset,CC-BY-4.0,False,Watersheds,onGoing,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.98931373, 50.8340959], [-127.03580726, 50.8340959], [-127.03580726, 52.33530479], [-128.98931373, 52.33530479], [-128.98931373, 50.8340959]]]}","[{'max': '0.0', 'min': '0.0'}]",other,2023-11-09T06:13:28.432882,2024-03-14T21:00:43.286909,,6.0,2.0,8.0
13,d1621e4f-3a74-4bb0-981a-34d4d62f9e3f,ca-cioos_fe76ef4c-254a-44fe-87bc-052cd3aa9663,Hakai Institute,"High-Resolution Record of Surface Seawater Carbon Dioxide (CO2) Content Collected From Hakai Institute Quadra Island Field Station in Hyacinthe Bay, British Columbia, Canada",dataset,CC-BY-4.0,False,Oceanography,onGoing,active,dataset,Hakai Institute,2,"{'type': 'Point', 'coordinates': [-125.222, 50.116]}","[{'max': '2.0', 'min': '0.0'}]","seaSurfaceTemperature, inorganicCarbon, seaSurfaceSalinity",2023-11-09T06:13:30.496571,2024-03-15T20:30:18.878382,,2.0,4.0,6.0
14,9b09f1b8-4350-47d2-bce3-d14e836d7fb8,ca-cioos_5cf59eac-2fb4-4ed2-8ffc-372030c9438e,Hakai Institute,"Koeye River stream temperature, stage, and conductivity time-series version 1",dataset,CC-BY-4.0,False,Watersheds,onGoing,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-127.9, 51.72], [-127.6, 51.72], [-127.6, 51.81], [-127.9, 51.81], [-127.9, 51.72]]]}","[{'max': '0.0', 'min': '0.0'}]",other,2023-11-09T06:13:32.580870,2024-03-14T21:30:20.314692,,2.0,,2.0
15,62eb910d-0919-4b2a-9e7e-e63284d8a50a,ca-cioos_12f951d4-4155-4c05-969d-a7158412f579,Hakai Institute,Avian and paired Vegetation data from 100 Islands Project (BC Central Coast) Hakai Institute - 2015-2017,dataset,CC-BY-4.0,False,Geospatial,completed,active,dataset,Hakai Institute,4,"{'type': 'Polygon', 'coordinates': [[[-128.60227432, 51.39074678], [-127.47434441, 51.39074678], [-127.47434441, 52.07117353], [-128.60227432, 52.07117353], [-128.60227432, 51.39074678]]]}","[{'max': '1000.0', 'min': '0.0'}]","other, marineTurtlesBirdsMammalsAbundanceAndDistribution",2023-11-09T06:13:34.518227,2024-03-14T21:30:22.612231,,3.0,1.0,4.0
16,08d783c6-1f06-4f2b-a7f5-2ae7c4252ad5,ca-cioos_73abfecf-d35c-4f9c-a991-eee5cece08ea,Hakai Institute,Kelp Canopy Extent 2012 - NW Calvert Island,dataset,CC-BY-4.0,False,Geospatial,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.16959381103513, 51.63613234359897], [-128.11191558837888, 51.63613234359897], [-128.11191558837888, 51.681709494104325], [-128.16959381103513, 51.681709494104325], [-128.16959381103513, 51.63613234359897]]]}","[{'max': '50.0', 'min': '0.0'}]",other,2023-11-09T06:13:37.597441,2024-03-15T21:00:49.907550,,1.0,1.0,2.0
17,ed500223-5e6a-43ef-9126-ba0a4c58a6ea,ca-cioos_7c47472a-b16c-446c-89d5-eefa23e07922,Hakai Institute,"High-resolution record of surface seawater CO2 content from November 2017 to June 2018 collected in Hyacinthe Bay, British Columbia, Canada",dataset,CC-BY-4.0,False,Oceanography,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-125.22364854812619, 50.116106505752896], [-125.22126674652097, 50.116106505752896], [-125.22126674652097, 50.11770256813347], [-125.22364854812619, 50.11770256813347], [-125.22364854812619, 50.116106505752896]]]}","[{'max': '0.0', 'min': '0.0'}]","other, inorganicCarbon",2023-11-09T06:13:39.222833,2024-03-14T22:00:22.177109,,3.0,,3.0
18,c02a2940-3686-41c0-b184-4585f31384e7,ca-cioos_160803d3-8019-4a73-9191-5f75f0ec21be,Hakai Institute,Mount Robson BC Parks Survey - 2022 - Hakai Airborne Coastal Observatory,dataset,CC-BY-4.0,False,"Airborne Coastal Observatory, Geospatial",completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-119.4, 53.01], [-118.7, 53.01], [-118.7, 53.25], [-119.4, 53.25], [-119.4, 53.01]]]}","[{'max': '3100.0', 'min': '100.0'}]",other,2023-11-09T06:13:41.580184,2024-03-15T21:00:44.016887,,1.0,2.0,3.0
19,bcb0e6c1-c47a-4f72-bb80-745ee047a65c,ca-cioos_5c13b300-e172-4010-a6d8-7586b68a3a96,Hakai Institute,"Kelp extent for the McNaughton Group Islands (2017), Manley Island (2017), and Serpent Group Islands (2016), British Columbia, Canada",dataset,CC-BY-4.0,False,"Geospatial, Nearshore",completed,active,dataset,Hakai Institute,3,"{'type': 'Polygon', 'coordinates': [[[-128.30122253, 51.7689035], [-128.05512885, 51.7689035], [-128.05512885, 51.98187882], [-128.30122253, 51.98187882], [-128.30122253, 51.7689035]]]}","[{'max': '0.0', 'min': '0.0'}]","other, macroalgalCanopyCoverAndComposition",2023-11-09T06:13:43.626490,2024-03-15T21:00:46.518499,1.0,3.0,2.0,6.0
20,3a05b770-f9b3-4624-b02c-0e0aca78f34a,ca-cioos_6ae1b131-d903-44ca-92a9-64cf6487ddc2,Hakai Institute,Geology - Calvert Island,dataset,CC-BY-4.0,False,Geospatial,completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-128.2489013671875, 51.402632657661314], [-127.8204345703125, 51.402632657661314], [-127.8204345703125, 51.7644403180351], [-128.2489013671875, 51.7644403180351], [-128.2489013671875, 51.402632657661314]]]}","[{'max': '0.0', 'min': '0.0'}]",other,2023-11-09T06:13:45.930253,2024-03-15T21:00:38.288990,,1.0,2.0,3.0
21,c631bd48-827d-4f0f-9fb4-4926001b1956,ca-cioos_7de69ca8-b3f3-4761-b441-dfc9e63b1fbc,Hakai Institute,Rocky Intertidal RPAS Mapping - 2018 - 2020 - BC Central Coast - Canada,dataset,CC-BY-4.0,False,"Geospatial, Nearshore",completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.20729486, 51.64597234], [-128.07875481, 51.64597234], [-128.07875481, 51.76579671], [-128.20729486, 51.76579671], [-128.20729486, 51.64597234]]]}","[{'max': '20.0', 'min': '0.0'}]",other,2023-11-09T06:13:48.317822,2024-03-15T21:00:54.285779,,3.0,3.0,6.0
22,4ac069e0-08c4-484b-b9e4-3f7856773f59,ca-cioos_f952a904-f9f7-4876-b518-c98b1fd96f7e,Hakai Institute,Snow Mapping Coastal British Columbia - 2021 - Airborne Coastal Observatory,dataset,CC-BY-4.0,False,Airborne Coastal Observatory,completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-126.6, 49.08], [-122.6, 49.08], [-122.6, 50.6], [-126.6, 50.6], [-126.6, 49.08]]]}","[{'max': '2000.0', 'min': '0.0'}]",other,2023-11-09T06:13:50.331907,2024-03-14T23:00:40.134970,,1.0,2.0,3.0
23,e1a581ca-2921-4302-9022-694c16bbe318,ca-cioos_d200376b-7dd8-4778-b3f5-379243bf93b8,Hakai Institute,High-resolution record of surface water pH at Sentry Shoal in the Northern Strait of Georgia,dataset,CC-BY-4.0,False,Oceanography,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-124.9855, 49.9066], [-124.9854, 49.9066], [-124.9854, 49.9067], [-124.9855, 49.9067], [-124.9855, 49.9066]]]}","[{'max': '0.0', 'min': '0.0'}]",other,2023-11-09T06:13:52.517738,2024-03-14T23:00:33.828279,,3.0,,3.0
24,2a2892d4-588a-4f63-9b89-474ec61ba246,ca-cioos_26443ab2-964f-4031-a53b-f132434573e8,Hakai Institute,Ecosystem Comparison Plots - Calvert Island,dataset,CC-BY-4.0,False,"Geospatial, Watersheds",completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.13903808593744, 51.626542529786036], [-127.97355651855466, 51.626542529786036], [-127.97355651855466, 51.67766477883444], [-128.13903808593744, 51.67766477883444], [-128.13903808593744, 51.626542529786036]]]}","[{'max': '0.0', 'min': '0.0'}]",other,2023-11-09T06:13:54.597917,2024-03-14T23:30:15.278114,,5.0,3.0,8.0
25,cd3dffb5-70e5-4c52-a748-b73af6390f81,ca-cioos_58d82567-18b8-456a-a124-41b81661a5b2,Hakai Institute,Kelp and Eelgrass Mapping – BC Central Coast – 2021 - Hakai Airborne Coastal Observatory,dataset,CC-BY-4.0,False,"Airborne Coastal Observatory, Geospatial",completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-128.6, 51.59], [-128.0, 51.59], [-128.0, 52.05], [-128.6, 52.05], [-128.6, 51.59]]]}","[{'max': '0.0', 'min': '-10.0'}]","other, seagrassCoverAndComposition, macroalgalCanopyCoverAndComposition",2023-11-09T06:13:56.386630,2024-03-14T23:00:42.877625,,1.0,2.0,3.0
26,6c317e7d-e4df-4511-9b5e-4a39f3518c44,ca-cioos_b5207300-9f76-4f14-ae6f-a08ed6f5a213,Hakai Institute,Organic Carbon at Land-Ocean Interface - Calvert Island - 2014-2016,dataset,CC-BY-4.0,False,Watersheds,completed,active,dataset,,1,"{'type': 'Polygon', 'coordinates': [[[-127.9, 51.6], [-128.2, 51.6], [-128.2, 51.73], [-127.9, 51.74], [-127.9, 51.6]]]}","[{'max': '0.0', 'min': '0.0'}]","particulateMatter, dissolvedOrganicCarbon",2023-11-09T06:13:58.384431,2024-03-14T23:30:25.511349,1.0,4.0,1.0,6.0
27,fa17c17d-20ec-4834-9c90-15c931494af9,ca-cioos_f462be7f-ab53-409e-8f8c-9b9fecc5e16e,Hakai Institute,Hakai Marine Sampling Survey - 2014 - BC Central Coast - Canada,dataset,CC-BY-4.0,False,Geospatial,completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-128.61968994140625, 51.395778392663175], [-127.24639892578124, 51.395778392663175], [-127.24639892578124, 52.08625733233839], [-128.61968994140625, 52.08625733233839], [-128.61968994140625, 51.395778392663175]]]}","[{'max': '400.0', 'min': '0.0'}]","other, seaSurfaceTemperature, subSurfaceSalinity, subSurfaceTemperature, oxygen, particulateMatter",2023-11-09T06:14:00.222931,2024-03-14T23:30:23.288687,,2.0,2.0,4.0
28,27849c15-1105-4214-a4ac-ad2e3c65aefc,ca-cioos_184b2f81-d87f-4615-a026-15b87930d15c,Hakai Institute,Aquatic carbon flux data package for Oliver et al. 2017,dataset,CC-BY-4.0,False,Watersheds,completed,active,dataset,Hakai Institute,3,"{'type': 'Polygon', 'coordinates': [[[-128.15002441406247, 51.614605707797466], [-127.96600341796874, 51.614605707797466], [-127.96600341796874, 51.70405535332591], [-128.15002441406247, 51.70405535332591], [-128.15002441406247, 51.614605707797466]]]}","[{'max': '0.0', 'min': '0.0'}]","dissolvedOrganicCarbon, other",2023-11-09T06:14:02.426314,2024-03-14T23:30:17.780478,2.0,5.0,,7.0
29,9896301f-f57d-4c03-9548-89f1c86900d6,ca-cioos_82a543b1-686c-45c9-a03d-4f93e0ab8e8a,Hakai Institute,Big Bar Slide - 2020 - Airborne Coastal Observatory Data,dataset,CC-BY-4.0,False,Airborne Coastal Observatory,completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-122.0, 51.16], [-122.1, 51.13], [-122.2, 51.24], [-122.3, 51.35], [-122.2, 51.35], [-122.1, 51.21], [-122.1, 51.21], [-122.0, 51.16]]]}","[{'max': '1000.0', 'min': '300.0'}]",other,2023-11-09T06:14:05.228845,2024-03-15T22:30:16.080638,,1.0,2.0,3.0
30,f507a9ba-716d-451b-99a0-f42047a3a7c2,ca-cioos_6c449900-c726-4e9a-b241-707711e253a7,Hakai Institute,Hakai Institute Juvenile Salmon Program Time Series,dataset,CC-BY-4.0,False,Juvenile Salmon Program,completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-126.8232006, 49.89790212], [-124.67574133, 49.89790212], [-124.67574133, 50.73488305], [-126.8232006, 50.73488305], [-126.8232006, 49.89790212]]]}","[{'max': '9.0', 'min': '0.0'}]","fishAbundanceAndDistribution, invertebrateAbundanceAndDistribution",2023-11-09T06:14:08.613998,2024-03-15T19:00:37.316621,,4.0,,4.0
31,5f4ce516-9271-4e22-b605-9ba31d864509,ca-cioos_9201118a-b0c4-470f-a76f-396bacc5e93e,Hakai Institute,"Particulate organic matter composition for freshwater and marine stations from 2015 through 2018 on the Central Coast, British Columbia, Canada.",dataset,CC-BY-4.0,False,Oceanography,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.3, 51.27], [-126.6, 51.27], [-126.6, 51.93], [-128.3, 51.93], [-128.3, 51.27]]]}","[{'max': '10.0', 'min': '0.0'}]","particulateMatter, stableCarbonIsotopes",2023-11-09T06:14:11.431493,2024-03-15T19:00:33.601991,,3.0,,3.0
32,0d6e3b80-5271-4783-8e13-4fd5e350fb8f,ca-cioos_251aef08-4017-4493-b9d8-c4583913b511,Hakai Institute,"Remotely-Piloted Aerial Systems Imagery, Terrain Data, and Derivates - 100 Islands Project, Central Coast, BC, Canada",dataset,CC-BY-4.0,False,Geospatial,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.7, 51.38], [-127.5, 51.38], [-127.5, 52.23], [-128.7, 52.23], [-128.7, 51.38]]]}","[{'max': '200.0', 'min': '0.0'}]",other,2023-11-09T06:14:13.679255,2024-03-15T19:30:18.784998,,2.0,2.0,4.0
33,1736e39c-a369-4db0-a247-11d52bdb3009,ca-cioos_abb8e676-dfcf-4eb5-bc39-4e7887fad163,Hakai Institute,Geomorphology - Calvert Island - British Columbia - Canada,dataset,CC-BY-4.0,False,Geospatial,completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-128.2489013671875, 51.40605940499276], [-127.83142089843751, 51.40605940499276], [-127.83142089843751, 51.75934048406748], [-128.2489013671875, 51.75934048406748], [-128.2489013671875, 51.40605940499276]]]}","[{'max': '1013.0', 'min': '0.0'}]",other,2023-11-09T06:14:16.210533,2024-03-15T19:30:34.980201,,1.0,3.0,4.0
34,0f964720-21d9-4464-88c0-e1615444c68a,ca-cioos_2738ef2b-0c74-422d-a140-082e5f7b3793,Hakai Institute,Surfgrass Communities - Motile Invertebrate Surveys - BC Central Coast - 2018-2019,dataset,CC-BY-4.0,False,Nearshore,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.17701209, 51.62693395], [-128.1138407, 51.62693395], [-128.1138407, 51.67805576], [-128.17701209, 51.67805576], [-128.17701209, 51.62693395]]]}","[{'max': '0.0', 'min': '0.0'}]","other, invertebrateAbundanceAndDistribution",2023-11-09T06:14:18.700533,2024-03-15T19:30:21.501824,,3.0,1.0,4.0
35,8cdd33c6-0501-4ed1-a05b-e75f2542e249,ca-cioos_94cdfcba-bbd4-4053-8976-75de69460c14,Hakai Institute,Sea wrack wet to dry biomass calibrations for macroalgae of the Central Coast of British Columbia - 2018,dataset,CC-BY-4.0,False,"Nearshore, Geospatial",completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-128.16116765, 51.64326925], [-128.11481908, 51.64326925], [-128.11481908, 51.66904109], [-128.16116765, 51.66904109], [-128.16116765, 51.64326925]]]}","[{'max': '5.0', 'min': '0.0'}]","other, microbeBiomassAndDiversity",2023-11-09T06:14:20.816431,2024-03-15T20:00:52.318414,,3.0,2.0,5.0
36,19c1a880-e902-4ca2-81cd-fdab846ba191,ca-cioos_6dc431f0-3ca4-4c48-992c-df82d6f8521c,Hakai Institute,Cryosphere - Glaciers and Icefields - 2020 - Airborne Coastal Observatory - British Columbia - Canada,dataset,CC-BY-NC-4.0,False,"Geospatial, Airborne Coastal Observatory",completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-136.8, 48.07], [-113.7, 48.07], [-113.7, 58.42], [-136.8, 58.42], [-136.8, 48.07]]]}","[{'max': '4019.0', 'min': '0.0'}]",other,2023-11-09T06:14:23.912444,2024-03-15T20:00:21.618384,1.0,2.0,3.0,6.0
37,65b65197-910e-4058-a5c4-34e3750cb6b0,ca-cioos_8b069feb-57fc-4d57-bf5c-761fd7cf0b45,Hakai Institute,Surface Seawater and Marine Boundary Layer CO2 Observations Made from the Kwakshua Channel (KC) Buoy on the Central Coast of British Columbia,dataset,CC-BY-4.0,False,Oceanography,onGoing,active,dataset,Hakai Institute,2,"{'type': 'Point', 'coordinates': [-127.9697, 51.6507]}","[{'max': '0.5', 'min': '0.5'}]","inorganicCarbon, seaSurfaceSalinity, seaSurfaceTemperature",2023-11-09T06:14:26.603833,2024-03-15T21:00:57.320476,,2.0,1.0,3.0
38,56063f8a-4f16-4a59-a9b0-8b23d9e02578,ca-cioos_4be1cc5e-8846-4fba-bd94-16ca933faab8,Hakai Institute,Hyperspectral Imagery - Calvert Island - 2012,dataset,CC-BY-4.0,False,Airborne Coastal Observatory,completed,active,dataset,Hakai Institute,3,"{'type': 'Polygon', 'coordinates': [[[-128.21594238281247, 51.40948589555509], [-127.8094482421875, 51.40948589555509], [-127.8094482421875, 51.78993084774129], [-128.21594238281247, 51.78993084774129], [-128.21594238281247, 51.40948589555509]]]}","[{'max': '3000.0', 'min': '0.0'}]",other,2023-11-09T06:14:29.504128,2024-03-15T20:30:23.904982,,5.0,3.0,8.0
39,a7853e39-f66d-48c6-be02-adc8df537e70,ca-cioos_244b5915-0ccf-4fab-9720-d2ac9394a27b,Hakai Institute,LiDAR Dataset - Calvert Island - 2012 & 2014 - British Columbia - Canada,dataset,CC-BY-4.0,False,Airborne Coastal Observatory,completed,active,dataset,Hakai Institute,5,"{'type': 'Polygon', 'coordinates': [[[-128.19030767306685, 51.388923100504826], [-127.80578618869185, 51.388923100504826], [-127.80578618869185, 51.967961587186835], [-128.19030767306685, 51.967961587186835], [-128.19030767306685, 51.388923100504826]]]}","[{'max': '1014.0', 'min': '0.0'}]",other,2023-11-09T06:14:32.426442,2024-03-15T23:30:20.502835,,4.0,3.0,7.0
40,322e1c1c-377f-4d17-959f-765cd22d3686,ca-cioos_1946cc53-6e11-4428-a2c9-43b34e1dcaa1,Hakai Institute,Orthophoto High Compression 0.25m resolution Mosaic - 2012 - Calvert Island - British Columbia - Canada,dataset,CC-BY-4.0,False,"Geospatial, Airborne Coastal Observatory",completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.16651, 51.402002], [-127.854745, 51.402002], [-127.854745, 51.74304], [-128.16651, 51.74304], [-128.16651, 51.402002]]]}","[{'max': '1014.0', 'min': '0.0'}]",other,2023-11-09T06:14:34.611760,2024-03-15T23:30:23.489408,,3.0,2.0,5.0
